newfilename,pathlength,oldfilepath
network-access--shares-that-can-be-accessed-anonymously.md,61,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access--Shares-that-can-be-accessed-anonymously.md
network-access--sharing-and-security-model-for-local-accounts.md,67,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access--Sharing-and-security-model-for-local-accounts.md
network-access-allow-anonymous-sid-name-translation.md,57,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Allow-anonymous-SID-Name-translation.md
network-access-do-not-allow-anonymous-enumeration-of-sam-accounts-and-shares.md,82,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Do-not-allow-anonymous-enumeration-of-SAM-accounts-and-shares.md
network-access-do-not-allow-anonymous-enumeration-of-sam-accounts.md,71,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Do-not-allow-anonymous-enumeration-of-SAM-accounts.md
network-access-let-everyone-permissions-apply-to-anonymous-users.md,70,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Let-Everyone-permissions-apply-to-anonymous-users.md
network-access-named-pipes-that-can-be-accessed-anonymously.md,65,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Named-Pipes-that-can-be-accessed-anonymously.md
network-access-remotely-accessible-registry-paths-and-subpaths.md,68,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Remotely-accessible-registry-paths-and-subpaths.md
network-access-remotely-accessible-registry-paths.md,55,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Remotely-accessible-registry-paths.md
network-access-shares-that-can-be-accessed-anonymously.md,60,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Shares-that-can-be-accessed-anonymously.md
network-access-sharing-and-security-model-for-local-accounts.md,66,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-access-Sharing-and-security-model-for-local-accounts.md
network-security--allow-local-system-to-use-computer-identity-for-ntlm.md,76,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--Allow-Local-System-to-use-computer-identity-for-NTLM.md
network-security--allow-localsystem-null-session-fallback.md,63,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--Allow-LocalSystem-NULL-session-fallback.md
network-security--configure-encryption-types-allowed-for-kerberos.md,71,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--Configure-encryption-types-allowed-for-Kerberos.md
network-security--do-not-store-lan-manager-hash-value-on-next-password-change.md,83,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--Do-not-store-LAN-Manager-hash-value-on-next-password-change.md
network-security--force-logoff-when-logon-hours-expire.md,60,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--Force-logoff-when-logon-hours-expire.md
network-security--lan-manager-authentication-level.md,56,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--LAN-Manager-authentication-level.md
network-security--ldap-client-signing-requirements.md,56,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--LDAP-client-signing-requirements.md
network-security--restrict-ntlm--add-server-exceptions-in-this-domain.md,75,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security--Restrict-NTLM--Add-server-exceptions-in-this-domain.md
network-security--restrict-ntlm--audit-incoming-ntlm-traffic.md,66,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security--Restrict-NTLM--Audit-Incoming-NTLM-Traffic.md
network-security--restrict-ntlm--audit-ntlm-authentication-in-this-domain.md,79,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security--Restrict-NTLM--Audit-NTLM-authentication-in-this-domain.md
network-security--restrict-ntlm--incoming-ntlm-traffic.md,60,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security--Restrict-NTLM--Incoming-NTLM-Traffic.md
network-security--restrict-ntlm--ntlm-authentication-in-this-domain.md,73,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security--Restrict-NTLM--NTLM-authentication-in-this-domain.md
network-security--restrict-ntlm--outgoing-ntlm-traffic-to-remote-servers.md,78,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security--Restrict-NTLM--Outgoing-NTLM-traffic-to-remote-servers.md
network-security-allow-local-system-to-use-computer-identity-for-ntlm.md,75,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-Allow-Local-System-to-use-computer-identity-for-NTLM.md
network-security-allow-localsystem-null-session-fallback.md,62,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-Allow-LocalSystem-NULL-session-fallback.md
network-security-configure-encryption-types-allowed-for-kerberos.md,70,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-Configure-encryption-types-allowed-for-Kerberos.md
network-security-do-not-store-lan-manager-hash-value-on-next-password-change.md,82,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-Do-not-store-LAN-Manager-hash-value-on-next-password-change.md
network-security-force-logoff-when-logon-hours-expire.md,59,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-Force-logoff-when-logon-hours-expire.md
network-security-lan-manager-authentication-level.md,55,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-LAN-Manager-authentication-level.md
network-security-ldap-client-signing-requirements.md,55,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-LDAP-client-signing-requirements.md
network-security-restrict-ntlm-add-server-exceptions-in-this-domain.md,73,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-security-Restrict-NTLM-Add-server-exceptions-in-this-domain.md
network-security-restrict-ntlm-audit-incoming-ntlm-traffic.md,64,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security-Restrict-NTLM-Audit-Incoming-NTLM-Traffic.md
network-security-restrict-ntlm-audit-ntlm-authentication-in-this-domain.md,77,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security-Restrict-NTLM-Audit-NTLM-authentication-in-this-domain.md
network-security-restrict-ntlm-incoming-ntlm-traffic.md,58,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security-Restrict-NTLM-Incoming-NTLM-Traffic.md
network-security-restrict-ntlm-ntlm-authentication-in-this-domain.md,71,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security-Restrict-NTLM-NTLM-authentication-in-this-domain.md
network-security-restrict-ntlm-outgoing-ntlm-traffic-to-remote-servers.md,76,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Network-Security-Restrict-NTLM-Outgoing-NTLM-traffic-to-remote-servers.md
recovery-console--allow-automatic-administrative-logon.md,60,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Recovery-console--Allow-automatic-administrative-logon.md
recovery-console--allow-floppy-copy-and-access-to-all-drives-and-folders.md,78,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Recovery-console--Allow-floppy-copy-and-access-to-all-drives-and-folders.md
recovery-console-allow-automatic-administrative-logon.md,59,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Recovery-console-Allow-automatic-administrative-logon.md
recovery-console-allow-floppy-copy-and-access-to-all-drives-and-folders.md,77,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Recovery-console-Allow-floppy-copy-and-access-to-all-drives-and-folders.md
security-options.md,22,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Security-Options.md
shut-down-the-system.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Shut-down-the-system.md
shutdown--allow-system-to-be-shut-down-without-having-to-log-on.md,69,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Shutdown--Allow-system-to-be-shut-down-without-having-to-log-on.md
shutdown--clear-virtual-memory-pagefile.md,45,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Shutdown--Clear-virtual-memory-pagefile.md
shutdown-allow-system-to-be-shut-down-without-having-to-log-on.md,68,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Shutdown-Allow-system-to-be-shut-down-without-having-to-log-on.md
shutdown-clear-virtual-memory-pagefile.md,44,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\Shutdown-Clear-virtual-memory-pagefile.md
system-objects--require-case-insensitivity-for-non-windows-subsystems.md,75,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\System-objects--Require-case-insensitivity-for-non-Windows-subsystems.md
system-objects-require-case-insensitivity-for-non-windows-subsystems.md,74,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\System-objects-Require-case-insensitivity-for-non-Windows-subsystems.md
system-settings--optional-subsystems.md,42,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\System-settings--Optional-subsystems.md
system-settings-optional-subsystems.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\System-settings-Optional-subsystems.md
user-account-control--admin-approval-mode-for-the-built-in-administrator-account.md,86,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control--Admin-Approval-Mode-for-the-Built-in-Administrator-account.md
user-account-control--allow-uiaccess-applications-to-prompt-for-elevation-without-using-the-secure-desktop.md,112,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control--Allow-UIAccess-applications-to-prompt-for-elevation-without-using-the-secure-desktop.md
user-account-control--behavior-of-the-elevation-prompt-for-standard-users.md,79,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control--Behavior-of-the-elevation-prompt-for-standard-users.md
user-account-control--detect-application-installations-and-prompt-for-elevation.md,85,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control--Detect-application-installations-and-prompt-for-elevation.md
user-account-control--only-elevate-executables-that-are-signed-and-validated.md,82,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control--Only-elevate-executables-that-are-signed-and-validated.md
user-account-control--run-all-administrators-in-admin-approval-mode.md,73,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control--Run-all-administrators-in-Admin-Approval-Mode.md
user-account-control--switch-to-the-secure-desktop-when-prompting-for-elevation.md,85,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control--Switch-to-the-secure-desktop-when-prompting-for-elevation.md
user-account-control-admin-approval-mode-for-the-built-in-administrator-account.md,85,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control-Admin-Approval-Mode-for-the-Built-in-Administrator-account.md
user-account-control-allow-uiaccess-applications-to-prompt-for-elevation-without-using-the-secure-desktop.md,111,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control-Allow-UIAccess-applications-to-prompt-for-elevation-without-using-the-secure-desktop.md
user-account-control-behavior-of-the-elevation-prompt-for-standard-users.md,78,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control-Behavior-of-the-elevation-prompt-for-standard-users.md
user-account-control-detect-application-installations-and-prompt-for-elevation.md,84,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control-Detect-application-installations-and-prompt-for-elevation.md
user-account-control-only-elevate-executables-that-are-signed-and-validated.md,81,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control-Only-elevate-executables-that-are-signed-and-validated.md
user-account-control-run-all-administrators-in-admin-approval-mode.md,72,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control-Run-all-administrators-in-Admin-Approval-Mode.md
user-account-control-switch-to-the-secure-desktop-when-prompting-for-elevation.md,84,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\security-options\User-Account-Control-Switch-to-the-secure-desktop-when-prompting-for-elevation.md
access-credential-manager-as-a-trusted-caller.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Access-Credential-Manager-as-a-trusted-caller.md
access-this-computer-from-the-network.md,43,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Access-this-computer-from-the-network.md
act-as-part-of-the-operating-system.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Act-as-part-of-the-operating-system.md
add-workstations-to-domain.md,32,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Add-workstations-to-domain.md
adjust-memory-quotas-for-a-process.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Adjust-memory-quotas-for-a-process.md
allow-log-on-locally.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Allow-log-on-locally.md
allow-log-on-through-remote-desktop-services.md,50,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Allow-log-on-through-Remote-Desktop-Services.md
back-up-files-and-directories.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Back-up-files-and-directories.md
bypass-traverse-checking.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Bypass-traverse-checking.md
change-the-system-time.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Change-the-system-time.md
change-the-time-zone.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Change-the-time-zone.md
create-a-pagefile.md,23,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Create-a-pagefile.md
create-a-token-object.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Create-a-token-object.md
create-global-objects.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Create-global-objects.md
create-permanent-shared-objects.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Create-permanent-shared-objects.md
create-symbolic-links.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Create-symbolic-links.md
debug-programs.md,20,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Debug-programs.md
deny-access-to-this-computer-from-the-network.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Deny-access-to-this-computer-from-the-network.md
deny-log-on-as-a-batch-job.md,32,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Deny-log-on-as-a-batch-job.md
deny-log-on-as-a-service.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Deny-log-on-as-a-service.md
deny-log-on-locally.md,25,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Deny-log-on-locally.md
deny-log-on-through-remote-desktop-services.md,49,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Deny-log-on-through-Remote-Desktop-Services.md
enable-computer-and-user-accounts-to-be-trusted-for-delegation.md,68,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Enable-computer-and-user-accounts-to-be-trusted-for-delegation.md
force-shutdown-from-a-remote-system.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Force-shutdown-from-a-remote-system.md
generate-security-audits.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Generate-security-audits.md
impersonate-a-client-after-authentication.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Impersonate-a-client-after-authentication.md
increase-a-process-working-set.md,36,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Increase-a-process-working-set.md
increase-scheduling-priority.md,34,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Increase-scheduling-priority.md
load-and-unload-device-drivers.md,36,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Load-and-unload-device-drivers.md
lock-pages-in-memory.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Lock-pages-in-memory.md
log-on-as-a-batch-job.md,27,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Log-on-as-a-batch-job.md
log-on-as-a-service.md,25,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Log-on-as-a-service.md
manage-auditing-and-security-log.md,38,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Manage-auditing-and-security-log.md
modify-an-object-label.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Modify-an-object-label.md
modify-firmware-environment-values.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Modify-firmware-environment-values.md
perform-volume-maintenance-tasks.md,38,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Perform-volume-maintenance-tasks.md
profile-single-process.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Profile-single-process.md
profile-system-performance.md,32,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Profile-system-performance.md
remove-computer-from-docking-station.md,42,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Remove-computer-from-docking-station.md
replace-a-process-level-token.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Replace-a-process-level-token.md
restore-files-and-directories.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Restore-files-and-directories.md
synchronize-directory-service-data.md,40,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Synchronize-directory-service-data.md
take-ownership-of-files-or-other-objects.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\Take-ownership-of-files-or-other-objects.md
user-rights-assignment.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\user-rights-assignment\User-Rights-Assignment.md
account-lockout-duration.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Account-lockout-duration.md
account-lockout-policy.md,28,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Account-Lockout-Policy.md
account-lockout-threshold.md,31,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Account-lockout-threshold.md
account-policies.md,22,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Account-Policies.md
administer-security-policy-settings.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Administer-Security-Policy-Settings.md
advanced-audit-policy-configuration.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Advanced-Audit-Policy-Configuration.md
audit-policy.md,18,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Audit-Policy.md
enforce-password-history.md,30,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Enforce-password-history.md
enforce-user-logon-restrictions.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Enforce-user-logon-restrictions.md
how-to-configure-security-policy-settings.md,47,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\How-to-Configure-Security-Policy-Settings.md
maximum-lifetime-for-service-ticket.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Maximum-lifetime-for-service-ticket.md
maximum-lifetime-for-user-ticket-renewal.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Maximum-lifetime-for-user-ticket-renewal.md
maximum-lifetime-for-user-ticket.md,38,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Maximum-lifetime-for-user-ticket.md
maximum-password-age.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Maximum-password-age.md
maximum-tolerance-for-computer-clock-synchronization.md,58,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Maximum-tolerance-for-computer-clock-synchronization.md
minimum-password-age.md,26,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Minimum-password-age.md
minimum-password-length.md,29,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Minimum-password-length.md
password-must-meet-complexity-requirements.md,48,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Password-must-meet-complexity-requirements.md
password-policy.md,21,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Password-Policy.md
reset-account-lockout-counter-after.md,41,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Reset-account-lockout-counter-after.md
security-policy-settings-overview.md,39,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Security-Policy-Settings-Overview.md
store-passwords-using-reversible-encryption.md,49,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\security-policy-settings\Store-passwords-using-reversible-encryption.md
certificate-propagation-service.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Certificate-Propagation-Service.md
certificate-requirements-and-enumeration.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Certificate-Requirements-and-Enumeration.md
smart-card-and-remote-desktop-services.md,44,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Card-and-Remote-Desktop-Services.md
smart-card-architecture.md,29,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Card-Architecture.md
smart-card-events.md,23,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Card-Events.md
smart-card-group-policy-and-registry-settings.md,51,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Card-Group-Policy-and-Registry-Settings.md
smart-card-overview.md,25,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Card-Overview.md
smart-card-removal-policy-service.md,39,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Card-Removal-Policy-Service.md
smart-card-tools-and-settings.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Card-Tools-and-Settings.md
smart-cards-debugging-information.md,39,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Cards-Debugging-Information.md
smart-cards-for-windows-service.md,37,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\Smart-Cards-for-Windows-Service.md
what-s-new-in-smart-cards.md,31,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\smart-cards\What-s-New-in-Smart-Cards.md
administer-software-restriction-policies.md,46,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\software-restriction-policies\Administer-Software-Restriction-Policies.md
determine-allow-deny-list-and-application-inventory-for-software-restriction-policies.md,91,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\software-restriction-policies\Determine-Allow-Deny-List-and-Application-Inventory-for-Software-Restriction-Policies.md
software-restriction-policies-technical-overview.md,54,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\software-restriction-policies\Software-Restriction-Policies-Technical-Overview.md
software-restriction-policies.md,35,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\software-restriction-policies\Software-Restriction-Policies.md
troubleshoot-software-restriction-policies.md,48,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\software-restriction-policies\Troubleshoot-Software-Restriction-Policies.md
use-software-restriction-policies-to-help-protect-your-computer-against-an-email-virus.md,92,C:\Users\coreyp\WindowsServerDocs-pr\WindowsServerDocs\security\software-restriction-policies\Use-Software-Restriction-Policies-to-Help-Protect-Your-Computer-Against-an-Email-Virus.md
